onset	duration	trial_type	value	sample
10.091796875	0.0	fixation_screen	1638147	5167
32.03515625	0.0	fixation_screen_after	1638149	16402
44.123046875	0.0	rating_screen	1638145	22591
50.208984375	0.0	rating_screen	1638145	25707
57.025390625	0.0	rating_screen	1638145	29197
59.744140625	0.0	rating_screen	1638145	30589
59.775390625	0.0	fixation_screen_after	1638149	30605
176.939453125	0.0	rating_screen	1638145	90593
176.966796875	0.0	rating_screen	1638145	90607
209.541015625	0.0	rating_screen	1638145	107285
296.9921875	0.0	video_synch	1638146	152060
300.275390625	0.0	fixation_screen	1638147	153741
305.322265625	0.0	music_stim	1638148	156325
365.369140625	0.0	fixation_screen_after	1638149	187069
374.216796875	0.0	rating_screen	1638145	191599
380.49609375	0.0	rating_screen	1638145	194814
384.943359375	0.0	rating_screen	1638145	197091
388.150390625	0.0	rating_screen	1638145	198733
390.376953125	0.0	fixation_screen	1638147	199873
395.42578125	0.0	music_stim	1638148	202458
455.470703125	0.0	fixation_screen_after	1638149	233201
466.13671875	0.0	rating_screen	1638145	238662
472.896484375	0.0	rating_screen	1638145	242123
480.18359375	0.0	rating_screen	1638145	245854
492.68359375	0.0	rating_screen	1638145	252254
494.923828125	0.0	fixation_screen	1638147	253401
499.97265625	0.0	music_stim	1638148	255986
560.017578125	0.0	fixation_screen_after	1638149	286729
572.359375	0.0	rating_screen	1638145	293048
580.140625	0.0	rating_screen	1638145	297032
584.8515625	0.0	rating_screen	1638145	299444
593.162109375	0.0	rating_screen	1638145	303699
595.388671875	0.0	fixation_screen	1638147	304839
600.4375	0.0	music_stim	1638148	307424
660.5	0.0	fixation_screen_after	1638149	338176
665.91015625	0.0	rating_screen	1638145	340946
674.373046875	0.0	rating_screen	1638145	345279
680.4921875	0.0	rating_screen	1638145	348412
687.810546875	0.0	rating_screen	1638145	352159
690.072265625	0.0	fixation_screen	1638147	353317
695.12109375	0.0	music_stim	1638148	355902
755.166015625	0.0	fixation_screen_after	1638149	386645
762.125	0.0	rating_screen	1638145	390208
770.099609375	0.0	rating_screen	1638145	394291
775.634765625	0.0	rating_screen	1638145	397125
782.697265625	0.0	rating_screen	1638145	400741
784.90625	0.0	fixation_screen	1638147	401872
789.955078125	0.0	music_stim	1638148	404457
850.0	0.0	fixation_screen_after	1638149	435200
857.97265625	0.0	rating_screen	1638145	439282
861.740234375	0.0	rating_screen	1638145	441211
913.947265625	0.0	rating_screen	1638145	467941
921.12890625	0.0	rating_screen	1638145	471618
