onset	duration	trial_type	value	sample
19.814453125	0.0	rating_screen	1	10145
19.830078125	0.0	rating_screen	1	10153
139.85546875	0.0	video_synch	2	71606
143.052734375	0.0	fixation_screen	3	73243
148.0859375	0.0	music_stim	4	75820
208.146484375	0.0	fixation_screen_after	5	106571
215.974609375	0.0	rating_screen	1	110579
221.390625	0.0	rating_screen	1	113352
226.3515625	0.0	rating_screen	1	115892
230.638671875	0.0	rating_screen	1	118087
232.837890625	0.0	fixation_screen	3	119213
237.869140625	0.0	music_stim	4	121789
297.931640625	0.0	fixation_screen_after	5	152541
305.931640625	0.0	rating_screen	1	156637
310.32421875	0.0	rating_screen	1	158886
315.083984375	0.0	rating_screen	1	161323
320.595703125	0.0	rating_screen	1	164145
322.7734375	0.0	fixation_screen	3	165260
327.8046875	0.0	music_stim	4	167836
387.865234375	0.0	fixation_screen_after	5	198587
398.560546875	0.0	rating_screen	1	204063
404.44921875	0.0	rating_screen	1	207078
414.14453125	0.0	rating_screen	1	212042
417.19140625	0.0	rating_screen	1	213602
419.404296875	0.0	fixation_screen	3	214735
424.435546875	0.0	music_stim	4	217311
484.498046875	0.0	fixation_screen_after	5	248063
491.25390625	0.0	rating_screen	1	251522
501.55859375	0.0	rating_screen	1	256798
504.90234375	0.0	rating_screen	1	258510
508.7578125	0.0	rating_screen	1	260484
510.955078125	0.0	fixation_screen	3	261609
515.986328125	0.0	music_stim	4	264185
576.048828125	0.0	fixation_screen_after	5	294937
583.673828125	0.0	rating_screen	1	298841
586.5625	0.0	rating_screen	1	300320
592.634765625	0.0	rating_screen	1	303429
597.75390625	0.0	rating_screen	1	306050
599.923828125	0.0	fixation_screen	3	307161
604.955078125	0.0	music_stim	4	309737
665.017578125	0.0	fixation_screen_after	5	340489
672.0	0.0	rating_screen	1	344064
676.791015625	0.0	rating_screen	1	346517
681.056640625	0.0	rating_screen	1	348701
686.318359375	0.0	rating_screen	1	351395
688.4921875	0.0	fixation_screen	3	352508
693.5234375	0.0	music_stim	4	355084
753.5859375	0.0	fixation_screen_after	5	385836
759.044921875	0.0	rating_screen	1	388631
766.716796875	0.0	rating_screen	1	392559
770.388671875	0.0	rating_screen	1	394439
773.33203125	0.0	rating_screen	1	395946
775.544921875	0.0	fixation_screen	3	397079
780.576171875	0.0	music_stim	4	399655
840.63671875	0.0	fixation_screen_after	5	430406
849.8984375	0.0	rating_screen	1	435148
854.46484375	0.0	rating_screen	1	437486
860.9375	0.0	rating_screen	1	440800
869.728515625	0.0	rating_screen	1	445301
871.91015625	0.0	fixation_screen	3	446418
876.94140625	0.0	music_stim	4	448994
937.00390625	0.0	fixation_screen_after	5	479746
944.119140625	0.0	rating_screen	1	483389
