onset	duration	trial_type	value	sample
31.34375	0.0	fixation_screen	1638147	16048
53.953125	0.0	fixation_screen_after	1638149	27624
91.33203125	0.0	rating_screen	1638145	46762
100.74609375	0.0	rating_screen	1638145	51582
110.880859375	0.0	rating_screen	1638145	56771
121.693359375	0.0	rating_screen	1638145	62307
121.712890625	0.0	fixation_screen_after	1638149	62317
199.2734375	0.0	rating_screen	1638145	102028
199.302734375	0.0	rating_screen	1638145	102043
207.583984375	0.0	rating_screen	1638145	106283
210.326171875	0.0	rating_screen	1638145	107687
212.287109375	0.0	rating_screen	1638145	108691
217.109375	0.0	rating_screen	1638145	111160
219.341796875	0.0	rating_screen	1638145	112303
319.326171875	0.0	video_synch	1638146	163495
322.55859375	0.0	fixation_screen	1638147	165150
327.58984375	0.0	music_stim	1638148	167726
387.65234375	0.0	fixation_screen_after	1638149	198478
394.7265625	0.0	rating_screen	1638145	202100
399.478515625	0.0	rating_screen	1638145	204533
404.62890625	0.0	rating_screen	1638145	207170
407.748046875	0.0	rating_screen	1638145	208767
409.994140625	0.0	fixation_screen	1638147	209917
415.04296875	0.0	music_stim	1638148	212502
475.087890625	0.0	fixation_screen_after	1638149	243245
481.455078125	0.0	rating_screen	1638145	246505
485.078125	0.0	rating_screen	1638145	248360
488.310546875	0.0	rating_screen	1638145	250015
494.1171875	0.0	rating_screen	1638145	252988
496.33203125	0.0	fixation_screen	1638147	254122
501.37890625	0.0	music_stim	1638148	256706
561.42578125	0.0	fixation_screen_after	1638149	287450
569.072265625	0.0	rating_screen	1638145	291365
571.583984375	0.0	rating_screen	1638145	292651
575.837890625	0.0	rating_screen	1638145	294829
578.375	0.0	rating_screen	1638145	296128
580.634765625	0.0	fixation_screen	1638147	297285
585.68359375	0.0	music_stim	1638148	299870
645.728515625	0.0	fixation_screen_after	1638149	330613
648.5390625	0.0	rating_screen	1638145	332052
652.06640625	0.0	rating_screen	1638145	333858
655.6171875	0.0	rating_screen	1638145	335676
657.2890625	0.0	rating_screen	1638145	336532
659.65625	0.0	rating_screen	1638145	337744
661.873046875	0.0	fixation_screen	1638147	338879
666.921875	0.0	music_stim	1638148	341464
726.951171875	0.0	fixation_screen_after	1638149	372199
732.107421875	0.0	rating_screen	1638145	374839
733.291015625	0.0	rating_screen	1638145	375445
