onset	duration	trial_type	value	sample
27.984375	0.0	rating_screen	1	14328
28.005859375	0.0	rating_screen	1	14339
148.029296875	0.0	video_synch	2	75791
151.228515625	0.0	fixation_screen	3	77429
156.259765625	0.0	music_stim	4	80005
216.3203125	0.0	fixation_screen_after	5	110756
221.650390625	0.0	rating_screen	1	113485
226.642578125	0.0	rating_screen	1	116041
230.505859375	0.0	rating_screen	1	118019
234.77734375	0.0	rating_screen	1	120206
236.98046875	0.0	fixation_screen	3	121334
242.01171875	0.0	music_stim	4	123910
302.07421875	0.0	fixation_screen_after	5	154662
306.919921875	0.0	rating_screen	1	157143
309.439453125	0.0	rating_screen	1	158433
313.0390625	0.0	rating_screen	1	160276
316.17578125	0.0	rating_screen	1	161882
318.3671875	0.0	fixation_screen	3	163004
323.400390625	0.0	music_stim	4	165581
383.4609375	0.0	fixation_screen_after	5	196332
389.212890625	0.0	rating_screen	1	199277
391.076171875	0.0	rating_screen	1	200231
394.7890625	0.0	rating_screen	1	202132
401.01953125	0.0	rating_screen	1	205322
403.271484375	0.0	fixation_screen	3	206475
408.302734375	0.0	music_stim	4	209051
468.365234375	0.0	fixation_screen_after	5	239803
473.6171875	0.0	rating_screen	1	242492
477.2578125	0.0	rating_screen	1	244356
481.2265625	0.0	rating_screen	1	246388
485.11328125	0.0	rating_screen	1	248378
487.30859375	0.0	fixation_screen	3	249502
492.33984375	0.0	music_stim	4	252078
552.400390625	0.0	fixation_screen_after	5	282829
557.646484375	0.0	rating_screen	1	285515
560.0234375	0.0	rating_screen	1	286732
563.83984375	0.0	rating_screen	1	288686
568.7578125	0.0	rating_screen	1	291204
570.9453125	0.0	fixation_screen	3	292324
575.9765625	0.0	music_stim	4	294900
636.037109375	0.0	fixation_screen_after	5	325651
642.95703125	0.0	rating_screen	1	329194
645.373046875	0.0	rating_screen	1	330431
648.1640625	0.0	rating_screen	1	331860
652.115234375	0.0	rating_screen	1	333883
654.298828125	0.0	fixation_screen	3	335001
659.330078125	0.0	music_stim	4	337577
719.392578125	0.0	fixation_screen_after	5	368329
724.345703125	0.0	rating_screen	1	370865
726.10546875	0.0	rating_screen	1	371766
728.666015625	0.0	rating_screen	1	373077
731.177734375	0.0	rating_screen	1	374363
733.369140625	0.0	fixation_screen	3	375485
738.40234375	0.0	music_stim	4	378062
798.462890625	0.0	fixation_screen_after	5	408813
805.23046875	0.0	rating_screen	1	412278
807.22265625	0.0	rating_screen	1	413298
811.158203125	0.0	rating_screen	1	415313
817.55078125	0.0	rating_screen	1	418586
819.755859375	0.0	fixation_screen	3	419715
824.787109375	0.0	music_stim	4	422291
884.849609375	0.0	fixation_screen_after	5	453043
889.4765625	0.0	rating_screen	1	455412
891.68359375	0.0	rating_screen	1	456542
894.427734375	0.0	rating_screen	1	457947
896.580078125	0.0	rating_screen	1	459049
898.794921875	0.0	fixation_screen	3	460183
903.826171875	0.0	music_stim	4	462759
963.88671875	0.0	fixation_screen_after	5	493510
970.056640625	0.0	rating_screen	1	496669
974.314453125	0.0	rating_screen	1	498849
976.048828125	0.0	rating_screen	1	499737
978.44140625	0.0	rating_screen	1	500962
980.630859375	0.0	fixation_screen	3	502083
985.6640625	0.0	music_stim	4	504660
1045.724609375	0.0	fixation_screen_after	5	535411
1051.7421875	0.0	rating_screen	1	538492
1053.89453125	0.0	rating_screen	1	539594
1056.25390625	0.0	rating_screen	1	540802
1061.359375	0.0	rating_screen	1	543416
1063.53515625	0.0	fixation_screen	3	544530
1068.56640625	0.0	music_stim	4	547106
1128.62890625	0.0	fixation_screen_after	5	577858
1133.98046875	0.0	rating_screen	1	580598
1135.97265625	0.0	rating_screen	1	581618
