onset	duration	trial_type	value	sample
12.048828125	0.0	rating_screen	1	6169
12.0703125	0.0	rating_screen	1	6180
132.09375	0.0	video_synch	2	67632
135.29296875	0.0	fixation_screen	3	69270
140.32421875	0.0	music_stim	4	71846
200.38671875	0.0	fixation_screen_after	5	102598
207.177734375	0.0	rating_screen	1	106075
210.306640625	0.0	rating_screen	1	107677
213.962890625	0.0	rating_screen	1	109549
219.73046875	0.0	rating_screen	1	112502
221.9453125	0.0	fixation_screen	3	113636
226.9765625	0.0	music_stim	4	116212
287.0390625	0.0	fixation_screen_after	5	146964
294.375	0.0	rating_screen	1	150720
298.671875	0.0	rating_screen	1	152920
302.958984375	0.0	rating_screen	1	155115
306.263671875	0.0	rating_screen	1	156807
308.447265625	0.0	fixation_screen	3	157925
313.478515625	0.0	music_stim	4	160501
373.607421875	0.0	fixation_screen_after	5	191287
380.884765625	0.0	rating_screen	1	195013
387.32421875	0.0	rating_screen	1	198310
391.66796875	0.0	rating_screen	1	200534
396.53125	0.0	rating_screen	1	203024
398.69921875	0.0	fixation_screen	3	204134
403.73046875	0.0	music_stim	4	206710
463.791015625	0.0	fixation_screen_after	5	237461
469.705078125	0.0	rating_screen	1	240489
475.240234375	0.0	rating_screen	1	243323
479.576171875	0.0	rating_screen	1	245543
482.6171875	0.0	rating_screen	1	247100
484.78515625	0.0	fixation_screen	3	248210
489.81640625	0.0	music_stim	4	250786
549.876953125	0.0	fixation_screen_after	5	281537
557.158203125	0.0	rating_screen	1	285265
562.150390625	0.0	rating_screen	1	287821
566.181640625	0.0	rating_screen	1	289885
570.4140625	0.0	rating_screen	1	292052
572.5859375	0.0	fixation_screen	3	293164
577.6171875	0.0	music_stim	4	295740
637.6796875	0.0	fixation_screen_after	5	326492
644.37890625	0.0	rating_screen	1	329922
648.72265625	0.0	rating_screen	1	332146
652.298828125	0.0	rating_screen	1	333977
655.634765625	0.0	rating_screen	1	335685
657.822265625	0.0	fixation_screen	3	336805
662.853515625	0.0	music_stim	4	339381
722.931640625	0.0	fixation_screen_after	5	370141
730.65625	0.0	rating_screen	1	374096
734.85546875	0.0	rating_screen	1	376246
738.056640625	0.0	rating_screen	1	377885
741.736328125	0.0	rating_screen	1	379769
743.92578125	0.0	fixation_screen	3	380890
748.95703125	0.0	music_stim	4	383466
809.017578125	0.0	fixation_screen_after	5	414217
815.677734375	0.0	rating_screen	1	417627
819.56640625	0.0	rating_screen	1	419618
824.0546875	0.0	rating_screen	1	421916
826.63671875	0.0	rating_screen	1	423238
828.828125	0.0	fixation_screen	3	424360
833.859375	0.0	music_stim	4	426936
893.921875	0.0	fixation_screen_after	5	457688
899.986328125	0.0	rating_screen	1	460793
904.515625	0.0	rating_screen	1	463112
908.451171875	0.0	rating_screen	1	465127
910.939453125	0.0	rating_screen	1	466401
913.130859375	0.0	fixation_screen	3	467523
918.162109375	0.0	music_stim	4	470099
978.224609375	0.0	fixation_screen_after	5	500851
985.216796875	0.0	rating_screen	1	504431
987.703125	0.0	rating_screen	1	505704
989.775390625	0.0	rating_screen	1	506765
993.34375	0.0	rating_screen	1	508592
995.53515625	0.0	fixation_screen	3	509714
1000.56640625	0.0	music_stim	4	512290
1060.62890625	0.0	fixation_screen_after	5	543042
1067.005859375	0.0	rating_screen	1	546307
1068.869140625	0.0	rating_screen	1	547261
1072.4921875	0.0	rating_screen	1	549116
1075.341796875	0.0	rating_screen	1	550575
1077.556640625	0.0	fixation_screen	3	551709
1082.587890625	0.0	music_stim	4	554285
1142.666015625	0.0	fixation_screen_after	5	585045
1150.5546875	0.0	rating_screen	1	589084
1153.619140625	0.0	rating_screen	1	590653
1158.482421875	0.0	rating_screen	1	593143
1160.955078125	0.0	rating_screen	1	594409
1163.17578125	0.0	fixation_screen	3	595546
1168.20703125	0.0	music_stim	4	598122
1228.26953125	0.0	fixation_screen_after	5	628874
1235.943359375	0.0	rating_screen	1	632803
1238.6484375	0.0	rating_screen	1	634188
1240.263671875	0.0	rating_screen	1	635015
1242.48828125	0.0	rating_screen	1	636154
1244.6953125	0.0	fixation_screen	3	637284
1249.728515625	0.0	music_stim	4	639861
1309.7890625	0.0	fixation_screen_after	5	670612
1315.59765625	0.0	rating_screen	1	673586
1317.556640625	0.0	rating_screen	1	674589
1319.861328125	0.0	rating_screen	1	675769
1322.171875	0.0	rating_screen	1	676952
1324.3515625	0.0	fixation_screen	3	678068
1329.3828125	0.0	music_stim	4	680644
1389.4453125	0.0	fixation_screen_after	5	711396
1394.35546875	0.0	rating_screen	1	713910
1399.482421875	0.0	rating_screen	1	716535
1402.498046875	0.0	rating_screen	1	718079
1405.05859375	0.0	rating_screen	1	719390
1407.25390625	0.0	fixation_screen	3	720514
1412.287109375	0.0	music_stim	4	723091
1472.34765625	0.0	fixation_screen_after	5	753842
1478.359375	0.0	rating_screen	1	756920
1481.3671875	0.0	rating_screen	1	758460
1483.19921875	0.0	rating_screen	1	759398
1486.49609375	0.0	rating_screen	1	761086
1488.693359375	0.0	fixation_screen	3	762211
1493.724609375	0.0	music_stim	4	764787
1553.78515625	0.0	fixation_screen_after	5	795538
1561.30078125	0.0	rating_screen	1	799386
1563.884765625	0.0	rating_screen	1	800709
1567.228515625	0.0	rating_screen	1	802421
1569.30078125	0.0	rating_screen	1	803482
1571.49609375	0.0	fixation_screen	3	804606
1576.52734375	0.0	music_stim	4	807182
1636.58984375	0.0	fixation_screen_after	5	837934
1642.05078125	0.0	rating_screen	1	840730
1645.193359375	0.0	rating_screen	1	842339
1648.43359375	0.0	rating_screen	1	843998
1651.42578125	0.0	rating_screen	1	845530
1653.6328125	0.0	fixation_screen	3	846660
1658.6640625	0.0	music_stim	4	849236
1718.7109375	0.0	fixation_screen_after	5	879980
1725.7109375	0.0	rating_screen	1	883564
1728.423828125	0.0	rating_screen	1	884953
1730.21484375	0.0	rating_screen	1	885870
1732.462890625	0.0	rating_screen	1	887021
1734.671875	0.0	fixation_screen	3	888152
1739.703125	0.0	music_stim	4	890728
1799.763671875	0.0	fixation_screen_after	5	921479
1806.4453125	0.0	rating_screen	1	924900
1809.61328125	0.0	rating_screen	1	926522
1811.701171875	0.0	rating_screen	1	927591
1813.8203125	0.0	rating_screen	1	928676
1813.84375	0.0	video_synch	2	928688
2045.0	0.0	unknown2	65536	1047040
2062.771484375	0.0	rating_screen	1	1056139
2062.802734375	0.0	video_synch	2	1056155
2065.984375	0.0	fixation_screen	3	1057784
2071.015625	0.0	music_stim	4	1060360
2131.078125	0.0	fixation_screen_after	5	1091112
2137.392578125	0.0	rating_screen	1	1094345
2140.44140625	0.0	rating_screen	1	1095906
2143.10546875	0.0	rating_screen	1	1097270
2145.59375	0.0	rating_screen	1	1098544
2147.8046875	0.0	fixation_screen	3	1099676
2152.837890625	0.0	music_stim	4	1102253
2212.8984375	0.0	fixation_screen_after	5	1133004
2218.431640625	0.0	rating_screen	1	1135837
2221.814453125	0.0	rating_screen	1	1137569
2224.57421875	0.0	rating_screen	1	1138982
2226.966796875	0.0	rating_screen	1	1140207
2229.16015625	0.0	fixation_screen	3	1141330
2234.19140625	0.0	music_stim	4	1143906
2294.25390625	0.0	fixation_screen_after	5	1174658
2300.931640625	0.0	rating_screen	1	1178077
2303.587890625	0.0	rating_screen	1	1179437
2305.611328125	0.0	rating_screen	1	1180473
2309.427734375	0.0	rating_screen	1	1182427
