onset	duration	trial_type	value	sample
41.10546875	0.0	rating_screen	1	21046
41.123046875	0.0	rating_screen	1	21055
161.146484375	0.0	video_synch	2	82507
164.345703125	0.0	fixation_screen	3	84145
169.376953125	0.0	music_stim	4	86721
229.439453125	0.0	fixation_screen_after	5	117473
235.71484375	0.0	rating_screen	1	120686
245.611328125	0.0	rating_screen	1	125753
249.2265625	0.0	rating_screen	1	127604
253.53125	0.0	rating_screen	1	129808
255.73046875	0.0	fixation_screen	3	130934
260.76171875	0.0	music_stim	4	133510
320.82421875	0.0	fixation_screen_after	5	164262
330.568359375	0.0	rating_screen	1	169251
338.248046875	0.0	rating_screen	1	173183
346.19921875	0.0	rating_screen	1	177254
355.15234375	0.0	rating_screen	1	181838
357.34375	0.0	fixation_screen	3	182960
362.375	0.0	music_stim	4	185536
422.4375	0.0	fixation_screen_after	5	216288
433.26171875	0.0	rating_screen	1	221830
442.654296875	0.0	rating_screen	1	226639
450.140625	0.0	rating_screen	1	230472
459.63671875	0.0	rating_screen	1	235334
461.83984375	0.0	fixation_screen	3	236462
466.87109375	0.0	music_stim	4	239038
526.93359375	0.0	fixation_screen_after	5	269790
535.681640625	0.0	rating_screen	1	274269
547.08984375	0.0	rating_screen	1	280110
553.986328125	0.0	rating_screen	1	283641
560.744140625	0.0	rating_screen	1	287101
562.919921875	0.0	fixation_screen	3	288215
567.951171875	0.0	music_stim	4	290791
628.013671875	0.0	fixation_screen_after	5	321543
637.89453125	0.0	rating_screen	1	326602
674.380859375	0.0	rating_screen	1	345283
689.357421875	0.0	rating_screen	1	352951
694.435546875	0.0	rating_screen	1	355551
696.60546875	0.0	fixation_screen	3	356662
701.63671875	0.0	music_stim	4	359238
761.69921875	0.0	fixation_screen_after	5	389990
769.05859375	0.0	rating_screen	1	393758
775.609375	0.0	rating_screen	1	397112
781.12890625	0.0	rating_screen	1	399938
786.154296875	0.0	rating_screen	1	402511
788.33984375	0.0	fixation_screen	3	403630
793.37109375	0.0	music_stim	4	406206
853.43359375	0.0	fixation_screen_after	5	436958
863.734375	0.0	rating_screen	1	442232
868.271484375	0.0	rating_screen	1	444555
873.212890625	0.0	rating_screen	1	447085
877.302734375	0.0	rating_screen	1	449179
879.490234375	0.0	fixation_screen	3	450299
884.521484375	0.0	music_stim	4	452875
944.56640625	0.0	fixation_screen_after	5	483618
950.33984375	0.0	rating_screen	1	486574
955.33203125	0.0	rating_screen	1	489130
957.70703125	0.0	rating_screen	1	490346
962.908203125	0.0	rating_screen	1	493009
965.09375	0.0	fixation_screen	3	494128
970.125	0.0	music_stim	4	496704
1030.203125	0.0	fixation_screen_after	5	527464
1041.591796875	0.0	rating_screen	1	533295
1049.744140625	0.0	rating_screen	1	537469
1059.6484375	0.0	rating_screen	1	542540
1064.96875	0.0	rating_screen	1	545264
1067.15625	0.0	fixation_screen	3	546384
1072.1875	0.0	music_stim	4	548960
1132.25	0.0	fixation_screen_after	5	579712
1141.365234375	0.0	rating_screen	1	584379
1145.220703125	0.0	rating_screen	1	586353
1152.15625	0.0	rating_screen	1	589904
1159.244140625	0.0	rating_screen	1	593533
1161.439453125	0.0	fixation_screen	3	594657
1166.470703125	0.0	music_stim	4	597233
1226.533203125	0.0	fixation_screen_after	5	627985
1238.5625	0.0	rating_screen	1	634144
1250.970703125	0.0	rating_screen	1	640497
1257.09765625	0.0	rating_screen	1	643634
1267.201171875	0.0	rating_screen	1	648807
1269.384765625	0.0	fixation_screen	3	649925
1274.416015625	0.0	music_stim	4	652501
1334.478515625	0.0	fixation_screen_after	5	683253
1343.89453125	0.0	rating_screen	1	688074
1350.22265625	0.0	rating_screen	1	691314
1354.0859375	0.0	rating_screen	1	693292
1357.318359375	0.0	rating_screen	1	694947
1359.53515625	0.0	fixation_screen	3	696082
1364.56640625	0.0	music_stim	4	698658
1424.6953125	0.0	fixation_screen_after	5	729444
1430.740234375	0.0	rating_screen	1	732539
1433.66796875	0.0	rating_screen	1	734038
1438.8671875	0.0	rating_screen	1	736700
1451.451171875	0.0	rating_screen	1	743143
1453.619140625	0.0	fixation_screen	3	744253
1458.650390625	0.0	music_stim	4	746829
1518.712890625	0.0	fixation_screen_after	5	777581
1528.50390625	0.0	rating_screen	1	782594
1531.529296875	0.0	rating_screen	1	784143
1538.392578125	0.0	rating_screen	1	787657
1544.16796875	0.0	rating_screen	1	790614
1546.369140625	0.0	fixation_screen	3	791741
1551.400390625	0.0	music_stim	4	794317
1611.462890625	0.0	fixation_screen_after	5	825069
1623.158203125	0.0	rating_screen	1	831057
1627.349609375	0.0	rating_screen	1	833203
1632.693359375	0.0	rating_screen	1	835939
1636.677734375	0.0	rating_screen	1	837979
1638.869140625	0.0	fixation_screen	3	839101
1643.900390625	0.0	music_stim	4	841677
1703.962890625	0.0	fixation_screen_after	5	872429
1709.154296875	0.0	rating_screen	1	875087
1713.5703125	0.0	rating_screen	1	877348
1720.40234375	0.0	rating_screen	1	880846
1727.505859375	0.0	rating_screen	1	884483
1729.703125	0.0	fixation_screen	3	885608
1734.734375	0.0	music_stim	4	888184
1794.796875	0.0	fixation_screen_after	5	918936
1800.88671875	0.0	rating_screen	1	922054
1806.0	0.0	rating_screen	1	924672
1811.478515625	0.0	rating_screen	1	927477
1814.990234375	0.0	rating_screen	1	929275
1817.22265625	0.0	fixation_screen	3	930418
1822.25390625	0.0	music_stim	4	932994
1882.314453125	0.0	fixation_screen_after	5	963745
1891.029296875	0.0	rating_screen	1	968207
1894.732421875	0.0	rating_screen	1	970103
1899.572265625	0.0	rating_screen	1	972581
1907.04296875	0.0	rating_screen	1	976406
1909.255859375	0.0	fixation_screen	3	977539
1914.287109375	0.0	music_stim	4	980115
1974.349609375	0.0	fixation_screen_after	5	1010867
1980.9765625	0.0	rating_screen	1	1014260
1987.328125	0.0	rating_screen	1	1017512
1992.48828125	0.0	rating_screen	1	1020154
1997.072265625	0.0	rating_screen	1	1022501
1999.2734375	0.0	fixation_screen	3	1023628
