onset	duration	trial_type	value	sample
20.015625	0.0	rating_screen	1	10248
20.037109375	0.0	rating_screen	1	10259
140.0625	0.0	video_synch	2	71712
143.244140625	0.0	fixation_screen	3	73341
148.275390625	0.0	music_stim	4	75917
208.337890625	0.0	fixation_screen_after	5	106669
216.353515625	0.0	rating_screen	1	110773
219.232421875	0.0	rating_screen	1	112247
227.6796875	0.0	rating_screen	1	116572
248.86328125	0.0	rating_screen	1	127418
251.021484375	0.0	fixation_screen	3	128523
256.052734375	0.0	music_stim	4	131099
316.115234375	0.0	fixation_screen_after	5	161851
324.181640625	0.0	rating_screen	1	165981
327.564453125	0.0	rating_screen	1	167713
332.09375	0.0	rating_screen	1	170032
335.4765625	0.0	rating_screen	1	171764
337.640625	0.0	fixation_screen	3	172872
342.671875	0.0	music_stim	4	175448
402.716796875	0.0	fixation_screen_after	5	206191
411.921875	0.0	rating_screen	1	210904
417.8984375	0.0	rating_screen	1	213964
429.353515625	0.0	rating_screen	1	219829
437.44140625	0.0	rating_screen	1	223970
439.603515625	0.0	fixation_screen	3	225077
444.63671875	0.0	music_stim	4	227654
504.71484375	0.0	fixation_screen_after	5	258414
510.318359375	0.0	rating_screen	1	261283
512.703125	0.0	rating_screen	1	262504
518.501953125	0.0	rating_screen	1	265473
525.23046875	0.0	rating_screen	1	268918
527.390625	0.0	fixation_screen	3	270024
532.421875	0.0	music_stim	4	272600
592.5	0.0	fixation_screen_after	5	303360
597.5390625	0.0	rating_screen	1	305940
604.419921875	0.0	rating_screen	1	309463
606.603515625	0.0	rating_screen	1	310581
609.70703125	0.0	rating_screen	1	312170
611.859375	0.0	fixation_screen	3	313272
616.890625	0.0	music_stim	4	315848
676.953125	0.0	fixation_screen_after	5	346600
684.3203125	0.0	rating_screen	1	350372
688.369140625	0.0	rating_screen	1	352445
691.671875	0.0	rating_screen	1	354136
699.232421875	0.0	rating_screen	1	358007
701.39453125	0.0	fixation_screen	3	359114
706.42578125	0.0	music_stim	4	361690
766.48828125	0.0	fixation_screen_after	5	392442
772.333984375	0.0	rating_screen	1	395435
774.91015625	0.0	rating_screen	1	396754
777.4609375	0.0	rating_screen	1	398060
780.646484375	0.0	rating_screen	1	399691
782.78125	0.0	fixation_screen	3	400784
787.814453125	0.0	music_stim	4	403361
847.875	0.0	fixation_screen_after	5	434112
852.8984375	0.0	rating_screen	1	436684
855.8984375	0.0	rating_screen	1	438220
857.619140625	0.0	rating_screen	1	439101
866.474609375	0.0	rating_screen	1	443635
868.650390625	0.0	fixation_screen	3	444749
873.68359375	0.0	music_stim	4	447326
933.744140625	0.0	fixation_screen_after	5	478077
941.896484375	0.0	rating_screen	1	482251
945.3359375	0.0	rating_screen	1	484012
949.599609375	0.0	rating_screen	1	486195
953.287109375	0.0	rating_screen	1	488083
955.470703125	0.0	fixation_screen	3	489201
960.501953125	0.0	music_stim	4	491777
1020.564453125	0.0	fixation_screen_after	5	522529
1025.97265625	0.0	rating_screen	1	525298
1028.4765625	0.0	rating_screen	1	526580
1034.7890625	0.0	rating_screen	1	529812
1042.244140625	0.0	rating_screen	1	533629
1044.470703125	0.0	fixation_screen	3	534769
1049.50390625	0.0	music_stim	4	537346
1109.564453125	0.0	fixation_screen_after	5	568097
1115.130859375	0.0	rating_screen	1	570947
1120.5859375	0.0	rating_screen	1	573740
1122.353515625	0.0	rating_screen	1	574645
1132.041015625	0.0	rating_screen	1	579605
1134.255859375	0.0	fixation_screen	3	580739
1139.287109375	0.0	music_stim	4	583315
1199.349609375	0.0	fixation_screen_after	5	614067
1206.294921875	0.0	rating_screen	1	617623
1209.615234375	0.0	rating_screen	1	619323
1212.52734375	0.0	rating_screen	1	620814
1215.494140625	0.0	rating_screen	1	622333
1217.693359375	0.0	fixation_screen	3	623459
1222.724609375	0.0	music_stim	4	626035
1282.787109375	0.0	fixation_screen_after	5	656787
1288.029296875	0.0	rating_screen	1	659471
1292.69140625	0.0	rating_screen	1	661858
1298.404296875	0.0	rating_screen	1	664783
1301.419921875	0.0	rating_screen	1	666327
1303.595703125	0.0	fixation_screen	3	667441
1308.626953125	0.0	music_stim	4	670017
1368.689453125	0.0	fixation_screen_after	5	700769
1374.07421875	0.0	rating_screen	1	703526
1376.193359375	0.0	rating_screen	1	704611
1379.265625	0.0	rating_screen	1	706184
1383.208984375	0.0	rating_screen	1	708203
1385.3671875	0.0	fixation_screen	3	709308
1390.3984375	0.0	music_stim	4	711884
1450.458984375	0.0	fixation_screen_after	5	742635
1455.142578125	0.0	rating_screen	1	745033
1458.158203125	0.0	rating_screen	1	746577
1461.56640625	0.0	rating_screen	1	748322
1468.189453125	0.0	rating_screen	1	751713
1470.369140625	0.0	fixation_screen	3	752829
1475.400390625	0.0	music_stim	4	755405
1535.462890625	0.0	fixation_screen_after	5	786157
1541.35546875	0.0	rating_screen	1	789174
1543.724609375	0.0	rating_screen	1	790387
1546.236328125	0.0	rating_screen	1	791673
1548.572265625	0.0	rating_screen	1	792869
1550.740234375	0.0	fixation_screen	3	793979
1555.771484375	0.0	music_stim	4	796555
1615.833984375	0.0	fixation_screen_after	5	827307
1621.9921875	0.0	rating_screen	1	830460
1623.9921875	0.0	rating_screen	1	831484
1627.82421875	0.0	rating_screen	1	833446
1630.208984375	0.0	rating_screen	1	834667
1632.37890625	0.0	fixation_screen	3	835778
1637.41015625	0.0	music_stim	4	838354
1697.470703125	0.0	fixation_screen_after	5	869105
1702.150390625	0.0	rating_screen	1	871501
1705.57421875	0.0	rating_screen	1	873254
1708.814453125	0.0	rating_screen	1	874913
1711.90234375	0.0	rating_screen	1	876494
1714.08203125	0.0	fixation_screen	3	877610
1719.11328125	0.0	music_stim	4	880186
1779.17578125	0.0	fixation_screen_after	5	910938
1783.1640625	0.0	rating_screen	1	912980
1784.794921875	0.0	rating_screen	1	913815
1787.642578125	0.0	rating_screen	1	915273
1789.595703125	0.0	rating_screen	1	916273
1791.75390625	0.0	fixation_screen	3	917378
1796.78515625	0.0	music_stim	4	919954
1856.84765625	0.0	fixation_screen_after	5	950706
1864.376953125	0.0	rating_screen	1	954561
1866.705078125	0.0	rating_screen	1	955753
1867.76171875	0.0	rating_screen	1	956294
1869.9921875	0.0	rating_screen	1	957436
1870.009765625	0.0	video_synch	2	957445
1929.806640625	0.0	rating_screen	1	988061
1929.837890625	0.0	video_synch	2	988077
1933.00390625	0.0	fixation_screen	3	989698
1938.03515625	0.0	music_stim	4	992274
1998.09765625	0.0	fixation_screen_after	5	1023026
2004.5234375	0.0	rating_screen	1	1026316
2006.236328125	0.0	rating_screen	1	1027193
2008.212890625	0.0	rating_screen	1	1028205
2009.99609375	0.0	rating_screen	1	1029118
2012.158203125	0.0	fixation_screen	3	1030225
2017.19140625	0.0	music_stim	4	1032802
2077.251953125	0.0	fixation_screen_after	5	1063553
2082.25	0.0	rating_screen	1	1066112
2084.177734375	0.0	rating_screen	1	1067099
2085.5625	0.0	rating_screen	1	1067808
2087.873046875	0.0	rating_screen	1	1068991
2090.03125	0.0	fixation_screen	3	1070096
2095.0625	0.0	music_stim	4	1072672
2155.125	0.0	fixation_screen_after	5	1103424
2159.447265625	0.0	rating_screen	1	1105637
2161.279296875	0.0	rating_screen	1	1106575
2162.84765625	0.0	rating_screen	1	1107378
2169.845703125	0.0	rating_screen	1	1110961
2172.001953125	0.0	fixation_screen	3	1112065
2177.033203125	0.0	music_stim	4	1114641
2237.162109375	0.0	fixation_screen_after	5	1145427
2247.36328125	0.0	rating_screen	1	1150650
2248.931640625	0.0	rating_screen	1	1151453
2251.859375	0.0	rating_screen	1	1152952
2255.37890625	0.0	rating_screen	1	1154754
2257.5546875	0.0	fixation_screen	3	1155868
2262.5859375	0.0	music_stim	4	1158444
2322.6484375	0.0	fixation_screen_after	5	1189196
2327.009765625	0.0	rating_screen	1	1191429
2330.208984375	0.0	rating_screen	1	1193067
2332.42578125	0.0	rating_screen	1	1194202
2335.865234375	0.0	rating_screen	1	1195963
2338.04296875	0.0	fixation_screen	3	1197078
2343.07421875	0.0	music_stim	4	1199654
2403.13671875	0.0	fixation_screen_after	5	1230406
2408.3671875	0.0	rating_screen	1	1233084
2411.19921875	0.0	rating_screen	1	1234534
2415.318359375	0.0	rating_screen	1	1236643
2419.365234375	0.0	rating_screen	1	1238715
2421.546875	0.0	fixation_screen	3	1239832
2426.578125	0.0	music_stim	4	1242408
2486.638671875	0.0	fixation_screen_after	5	1273159
2491.259765625	0.0	rating_screen	1	1275525
2493.138671875	0.0	rating_screen	1	1276487
2495.587890625	0.0	rating_screen	1	1277741
2501.626953125	0.0	rating_screen	1	1280833
2503.80078125	0.0	fixation_screen	3	1281946
2508.83203125	0.0	music_stim	4	1284522
2568.892578125	0.0	fixation_screen_after	5	1315273
2573.80859375	0.0	rating_screen	1	1317790
2576.3125	0.0	rating_screen	1	1319072
2579.16796875	0.0	rating_screen	1	1320534
2581.537109375	0.0	rating_screen	1	1321747
2583.6875	0.0	fixation_screen	3	1322848
2588.720703125	0.0	music_stim	4	1325425
2648.798828125	0.0	fixation_screen_after	5	1356185
2654.638671875	0.0	rating_screen	1	1359175
2659.654296875	0.0	rating_screen	1	1361743
2661.78125	0.0	rating_screen	1	1362832
2666.7421875	0.0	rating_screen	1	1365372
2668.890625	0.0	fixation_screen	3	1366472
2673.921875	0.0	music_stim	4	1369048
2733.984375	0.0	fixation_screen_after	5	1399800
2739.5390625	0.0	rating_screen	1	1402644
2741.611328125	0.0	rating_screen	1	1403705
2745.291015625	0.0	rating_screen	1	1405589
2748.794921875	0.0	rating_screen	1	1407383
2750.9609375	0.0	fixation_screen	3	1408492
2755.994140625	0.0	music_stim	4	1411069
2816.0546875	0.0	fixation_screen_after	5	1441820
2821.248046875	0.0	rating_screen	1	1444479
2822.712890625	0.0	rating_screen	1	1445229
2825.12109375	0.0	rating_screen	1	1446462
2827.46484375	0.0	rating_screen	1	1447662
2829.6171875	0.0	fixation_screen	3	1448764
2834.6484375	0.0	music_stim	4	1451340
2894.7109375	0.0	fixation_screen_after	5	1482092
2900.23828125	0.0	rating_screen	1	1484922
2902.0859375	0.0	rating_screen	1	1485868
2904.326171875	0.0	rating_screen	1	1487015
2907.822265625	0.0	rating_screen	1	1488805
2909.955078125	0.0	fixation_screen	3	1489897
2914.986328125	0.0	music_stim	4	1492473
2975.048828125	0.0	fixation_screen_after	5	1523225
2980.5234375	0.0	rating_screen	1	1526028
2982.41015625	0.0	rating_screen	1	1526994
2983.955078125	0.0	rating_screen	1	1527785
2986.5234375	0.0	rating_screen	1	1529100
2988.677734375	0.0	fixation_screen	3	1530203
2993.708984375	0.0	music_stim	4	1532779
3053.76953125	0.0	fixation_screen_after	5	1563530
3058.296875	0.0	rating_screen	1	1565848
3060.240234375	0.0	rating_screen	1	1566843
3061.671875	0.0	rating_screen	1	1567576
3063.6171875	0.0	rating_screen	1	1568572
3065.783203125	0.0	fixation_screen	3	1569681
3070.814453125	0.0	music_stim	4	1572257
3130.875	0.0	fixation_screen_after	5	1603008
3135.876953125	0.0	rating_screen	1	1605569
3138.998046875	0.0	rating_screen	1	1607167
3142.708984375	0.0	rating_screen	1	1609067
3146.421875	0.0	rating_screen	1	1610968
3148.603515625	0.0	fixation_screen	3	1612085
3153.634765625	0.0	music_stim	4	1614661
3213.697265625	0.0	fixation_screen_after	5	1645413
3217.36328125	0.0	rating_screen	1	1647290
3219.1875	0.0	rating_screen	1	1648224
3221.5625	0.0	rating_screen	1	1649440
3223.435546875	0.0	rating_screen	1	1650399
3225.591796875	0.0	fixation_screen	3	1651503
3230.623046875	0.0	music_stim	4	1654079
3290.685546875	0.0	fixation_screen_after	5	1684831
3296.048828125	0.0	rating_screen	1	1687577
3299.84765625	0.0	rating_screen	1	1689522
3304.240234375	0.0	rating_screen	1	1691771
3310.18359375	0.0	rating_screen	1	1694814
3312.34375	0.0	fixation_screen	3	1695920
3317.376953125	0.0	music_stim	4	1698497
3377.4375	0.0	fixation_screen_after	5	1729248
3382.60546875	0.0	rating_screen	1	1731894
3384.501953125	0.0	rating_screen	1	1732865
3388.365234375	0.0	rating_screen	1	1734843
3397.46875	0.0	rating_screen	1	1739504
3399.646484375	0.0	fixation_screen	3	1740619
3404.677734375	0.0	music_stim	4	1743195
3464.755859375	0.0	fixation_screen_after	5	1773955
3469.779296875	0.0	rating_screen	1	1776527
3472.994140625	0.0	rating_screen	1	1778173
3474.962890625	0.0	rating_screen	1	1779181
3477.42578125	0.0	rating_screen	1	1780442
3479.5859375	0.0	fixation_screen	3	1781548
3484.615234375	0.0	music_stim	4	1784123
3544.677734375	0.0	fixation_screen_after	5	1814875
3550.640625	0.0	rating_screen	1	1817928
3554.3203125	0.0	rating_screen	1	1819812
3556.587890625	0.0	rating_screen	1	1820973
3559.232421875	0.0	rating_screen	1	1822327
3559.255859375	0.0	video_synch	2	1822339
3560.2890625	0.0	end_exp	7	1822868
