onset	duration	trial_type	value	sample
15.7421875	0.0	rating_screen	1	8060
15.7734375	0.0	rating_screen	1	8076
135.796875	0.0	video_synch	2	69528
139.095703125	0.0	fixation_screen	3	71217
144.14453125	0.0	music_stim	4	73802
204.20703125	0.0	fixation_screen_after	5	104554
210.81640625	0.0	rating_screen	1	107938
214.23046875	0.0	rating_screen	1	109686
216.310546875	0.0	rating_screen	1	110751
221.50390625	0.0	rating_screen	1	113410
223.81640625	0.0	fixation_screen	3	114594
228.84765625	0.0	music_stim	4	117170
288.91015625	0.0	fixation_screen_after	5	147922
294.98046875	0.0	rating_screen	1	151030
297.748046875	0.0	rating_screen	1	152447
300.275390625	0.0	rating_screen	1	153741
302.515625	0.0	rating_screen	1	154888
304.8203125	0.0	fixation_screen	3	156068
309.8515625	0.0	music_stim	4	158644
369.947265625	0.0	fixation_screen_after	5	189413
375.201171875	0.0	rating_screen	1	192103
378.138671875	0.0	rating_screen	1	193607
380.314453125	0.0	rating_screen	1	194721
383.185546875	0.0	rating_screen	1	196191
385.4921875	0.0	fixation_screen	3	197372
390.5234375	0.0	music_stim	4	199948
450.5859375	0.0	fixation_screen_after	5	230700
456.87109375	0.0	rating_screen	1	233918
460.34375	0.0	rating_screen	1	235696
463.462890625	0.0	rating_screen	1	237293
465.53515625	0.0	rating_screen	1	238354
467.87890625	0.0	fixation_screen	3	239554
472.91015625	0.0	music_stim	4	242130
532.97265625	0.0	fixation_screen_after	5	272882
538.724609375	0.0	rating_screen	1	275827
544.46875	0.0	rating_screen	1	278768
548.69140625	0.0	rating_screen	1	280930
554.732421875	0.0	rating_screen	1	284023
557.064453125	0.0	fixation_screen	3	285217
562.095703125	0.0	music_stim	4	287793
622.158203125	0.0	fixation_screen_after	5	318545
626.376953125	0.0	rating_screen	1	320705
628.880859375	0.0	rating_screen	1	321987
630.888671875	0.0	rating_screen	1	323015
634.009765625	0.0	rating_screen	1	324613
636.302734375	0.0	fixation_screen	3	325787
641.333984375	0.0	music_stim	4	328363
701.396484375	0.0	fixation_screen_after	5	359115
708.767578125	0.0	rating_screen	1	362889
