onset	duration	trial_type	value	sample
9.056640625	0.0	rating_screen	1	4637
9.0859375	0.0	rating_screen	1	4652
129.109375	0.0	video_synch	2	66104
132.423828125	0.0	fixation_screen	3	67801
137.45703125	0.0	music_stim	4	70378
197.517578125	0.0	fixation_screen_after	5	101129
205.451171875	0.0	rating_screen	1	105191
213.841796875	0.0	rating_screen	1	109487
219.458984375	0.0	rating_screen	1	112363
224.36328125	0.0	rating_screen	1	114874
226.70703125	0.0	fixation_screen	3	116074
231.73828125	0.0	music_stim	4	118650
291.80078125	0.0	fixation_screen_after	5	149402
301.560546875	0.0	rating_screen	1	154399
313.462890625	0.0	rating_screen	1	160493
319.111328125	0.0	rating_screen	1	163385
324.90234375	0.0	rating_screen	1	166350
327.23828125	0.0	fixation_screen	3	167546
332.26953125	0.0	music_stim	4	170122
392.33203125	0.0	fixation_screen_after	5	200874
400.1875	0.0	rating_screen	1	204896
407.4765625	0.0	rating_screen	1	208628
410.220703125	0.0	rating_screen	1	210033
414.171875	0.0	rating_screen	1	212056
416.490234375	0.0	fixation_screen	3	213243
421.521484375	0.0	music_stim	4	215819
480.017578125	0.0	fixation_screen_after	5	245769
485.505859375	0.0	rating_screen	1	248579
492.76953125	0.0	rating_screen	1	252298
496.28125	0.0	rating_screen	1	254096
499.6171875	0.0	rating_screen	1	255804
501.943359375	0.0	fixation_screen	3	256995
506.974609375	0.0	music_stim	4	259571
567.052734375	0.0	fixation_screen_after	5	290331
572.56640625	0.0	rating_screen	1	293154
580.52734375	0.0	rating_screen	1	297230
584.734375	0.0	rating_screen	1	299384
594.0859375	0.0	rating_screen	1	304172
596.42578125	0.0	fixation_screen	3	305370
601.45703125	0.0	music_stim	4	307946
661.51953125	0.0	fixation_screen_after	5	338698
673.587890625	0.0	rating_screen	1	344877
678.84375	0.0	rating_screen	1	347568
683.74609375	0.0	rating_screen	1	350078
688.314453125	0.0	rating_screen	1	352417
690.625	0.0	fixation_screen	3	353600
695.65625	0.0	music_stim	4	356176
755.71875	0.0	fixation_screen_after	5	386928
763.17578125	0.0	rating_screen	1	390746
771.287109375	0.0	rating_screen	1	394899
776.3671875	0.0	rating_screen	1	397500
786.3203125	0.0	rating_screen	1	402596
788.623046875	0.0	fixation_screen	3	403775
793.654296875	0.0	music_stim	4	406351
853.716796875	0.0	fixation_screen_after	5	437103
862.708984375	0.0	rating_screen	1	441707
874.578125	0.0	rating_screen	1	447784
877.7578125	0.0	rating_screen	1	449412
884.859375	0.0	rating_screen	1	453048
887.205078125	0.0	fixation_screen	3	454249
892.236328125	0.0	music_stim	4	456825
952.365234375	0.0	fixation_screen_after	5	487611
958.697265625	0.0	rating_screen	1	490853
962.146484375	0.0	rating_screen	1	492619
966.521484375	0.0	rating_screen	1	494859
968.75390625	0.0	rating_screen	1	496002
971.05859375	0.0	fixation_screen	3	497182
976.08984375	0.0	music_stim	4	499758
1036.15234375	0.0	fixation_screen_after	5	530510
1041.150390625	0.0	rating_screen	1	533069
1044.17578125	0.0	rating_screen	1	534618
1047.7421875	0.0	rating_screen	1	536444
1048.990234375	0.0	rating_screen	1	537083
1051.380859375	0.0	fixation_screen	3	538307
1056.43359375	0.0	music_stim	4	540894
1116.47265625	0.0	fixation_screen_after	5	571634
1121.4609375	0.0	rating_screen	1	574188
1126.4921875	0.0	rating_screen	1	576764
1134.140625	0.0	rating_screen	1	580680
1135.404296875	0.0	rating_screen	1	581327
1137.71484375	0.0	fixation_screen	3	582510
1142.748046875	0.0	music_stim	4	585087
1202.79296875	0.0	fixation_screen_after	5	615830
1207.80078125	0.0	rating_screen	1	618394
1212.6015625	0.0	rating_screen	1	620852
1214.681640625	0.0	rating_screen	1	621917
1218.80078125	0.0	rating_screen	1	624026
1221.0859375	0.0	fixation_screen	3	625196
1226.1171875	0.0	music_stim	4	627772
1286.1796875	0.0	fixation_screen_after	5	658524
1290.822265625	0.0	rating_screen	1	660901
1295.837890625	0.0	rating_screen	1	663469
1299.310546875	0.0	rating_screen	1	665247
1300.798828125	0.0	rating_screen	1	666009
1303.15625	0.0	fixation_screen	3	667216
1308.1875	0.0	music_stim	4	669792
1368.25	0.0	fixation_screen_after	5	700544
1372.99609375	0.0	rating_screen	1	702974
1380.595703125	0.0	rating_screen	1	706865
1382.955078125	0.0	rating_screen	1	708073
1385.38671875	0.0	rating_screen	1	709318
1387.7265625	0.0	fixation_screen	3	710516
1392.7578125	0.0	music_stim	4	713092
1452.8203125	0.0	fixation_screen_after	5	743844
1458.3046875	0.0	rating_screen	1	746652
1462.033203125	0.0	rating_screen	1	748561
1464.50390625	0.0	rating_screen	1	749826
1467.46484375	0.0	rating_screen	1	751342
1469.796875	0.0	fixation_screen	3	752536
1474.828125	0.0	music_stim	4	755112
1534.890625	0.0	fixation_screen_after	5	785864
1542.119140625	0.0	rating_screen	1	789565
1545.189453125	0.0	rating_screen	1	791137
1546.93359375	0.0	rating_screen	1	792030
1548.029296875	0.0	rating_screen	1	792591
1550.318359375	0.0	fixation_screen	3	793763
1555.349609375	0.0	music_stim	4	796339
1615.412109375	0.0	fixation_screen_after	5	827091
1621.38671875	0.0	rating_screen	1	830150
1627.5390625	0.0	rating_screen	1	833300
1629.794921875	0.0	rating_screen	1	834455
1632.298828125	0.0	rating_screen	1	835737
1634.587890625	0.0	fixation_screen	3	836909
1639.619140625	0.0	music_stim	4	839485
1699.681640625	0.0	fixation_screen_after	5	870237
1706.521484375	0.0	rating_screen	1	873739
1709.208984375	0.0	rating_screen	1	875115
1711.736328125	0.0	rating_screen	1	876409
1714.78515625	0.0	rating_screen	1	877970
1717.142578125	0.0	fixation_screen	3	879177
1722.173828125	0.0	music_stim	4	881753
1782.234375	0.0	fixation_screen_after	5	912504
1787.701171875	0.0	rating_screen	1	915303
1790.0859375	0.0	rating_screen	1	916524
1793.7578125	0.0	rating_screen	1	918404
1798.1015625	0.0	rating_screen	1	920628
1800.412109375	0.0	fixation_screen	3	921811
1805.443359375	0.0	music_stim	4	924387
1865.505859375	0.0	fixation_screen_after	5	955139
1872.8671875	0.0	rating_screen	1	958908
1877.515625	0.0	rating_screen	1	961288
1879.603515625	0.0	rating_screen	1	962357
1883.2109375	0.0	rating_screen	1	964204
1883.232421875	0.0	video_synch	2	964215
2057.013671875	0.0	rating_screen	1	1053191
2057.037109375	0.0	video_synch	2	1053203
2060.302734375	0.0	fixation_screen	3	1054875
2065.333984375	0.0	music_stim	4	1057451
2125.396484375	0.0	fixation_screen_after	5	1088203
2130.841796875	0.0	rating_screen	1	1090991
2132.955078125	0.0	rating_screen	1	1092073
2136.9296875	0.0	rating_screen	1	1094108
2138.826171875	0.0	rating_screen	1	1095079
2141.15625	0.0	fixation_screen	3	1096272
2146.189453125	0.0	music_stim	4	1098849
2206.25	0.0	fixation_screen_after	5	1129600
2211.224609375	0.0	rating_screen	1	1132147
2214.671875	0.0	rating_screen	1	1133912
2216.302734375	0.0	rating_screen	1	1134747
2219.255859375	0.0	rating_screen	1	1136259
2221.595703125	0.0	fixation_screen	3	1137457
2226.626953125	0.0	music_stim	4	1140033
2285.373046875	0.0	fixation_screen_after	5	1170111
2290.31640625	0.0	rating_screen	1	1172642
2296.140625	0.0	rating_screen	1	1175624
2297.64453125	0.0	rating_screen	1	1176394
2300.31640625	0.0	rating_screen	1	1177762
2302.650390625	0.0	fixation_screen	3	1178957
2307.681640625	0.0	music_stim	4	1181533
2367.759765625	0.0	fixation_screen_after	5	1212293
2372.71484375	0.0	rating_screen	1	1214830
2374.826171875	0.0	rating_screen	1	1215911
2378.138671875	0.0	rating_screen	1	1217607
2381.875	0.0	rating_screen	1	1219520
2384.203125	0.0	fixation_screen	3	1220712
2389.234375	0.0	music_stim	4	1223288
2449.296875	0.0	fixation_screen_after	5	1254040
2455.255859375	0.0	rating_screen	1	1257091
2460.22265625	0.0	rating_screen	1	1259634
2462.072265625	0.0	rating_screen	1	1260581
2463.447265625	0.0	rating_screen	1	1261285
2465.7578125	0.0	fixation_screen	3	1262468
2470.7890625	0.0	music_stim	4	1265044
2530.8515625	0.0	fixation_screen_after	5	1295796
2535.244140625	0.0	rating_screen	1	1298045
2537.732421875	0.0	rating_screen	1	1299319
2542.876953125	0.0	rating_screen	1	1301953
2545.076171875	0.0	rating_screen	1	1303079
2547.39453125	0.0	fixation_screen	3	1304266
2552.427734375	0.0	music_stim	4	1306843
2612.48828125	0.0	fixation_screen_after	5	1337594
2617.39453125	0.0	rating_screen	1	1340106
2621.146484375	0.0	rating_screen	1	1342027
2623.2109375	0.0	rating_screen	1	1343084
2625.5546875	0.0	rating_screen	1	1344284
2627.8671875	0.0	fixation_screen	3	1345468
2632.8984375	0.0	music_stim	4	1348044
2692.9609375	0.0	fixation_screen_after	5	1378796
2697.50390625	0.0	rating_screen	1	1381122
2700.974609375	0.0	rating_screen	1	1382899
2703.015625	0.0	rating_screen	1	1383944
2705.982421875	0.0	rating_screen	1	1385463
2708.322265625	0.0	fixation_screen	3	1386661
2713.369140625	0.0	music_stim	4	1389245
2773.4140625	0.0	fixation_screen_after	5	1419988
2778.33203125	0.0	rating_screen	1	1422506
2781.685546875	0.0	rating_screen	1	1424223
2784.484375	0.0	rating_screen	1	1425656
2785.29296875	0.0	rating_screen	1	1426070
2787.59375	0.0	fixation_screen	3	1427248
2792.625	0.0	music_stim	4	1429824
2850.9375	0.0	fixation_screen_after	5	1459680
2857.37109375	0.0	rating_screen	1	1462974
2861.634765625	0.0	rating_screen	1	1465157
2862.9375	0.0	rating_screen	1	1465824
2868.193359375	0.0	rating_screen	1	1468515
2870.529296875	0.0	fixation_screen	3	1469711
2875.58203125	0.0	music_stim	4	1472298
2935.623046875	0.0	fixation_screen_after	5	1503039
2940.958984375	0.0	rating_screen	1	1505771
2943.111328125	0.0	rating_screen	1	1506873
2946.064453125	0.0	rating_screen	1	1508385
2948.84765625	0.0	rating_screen	1	1509810
2951.150390625	0.0	fixation_screen	3	1510989
2956.18359375	0.0	music_stim	4	1513566
3016.244140625	0.0	fixation_screen_after	5	1544317
3021.869140625	0.0	rating_screen	1	1547197
3026.61328125	0.0	rating_screen	1	1549626
3029.259765625	0.0	rating_screen	1	1550981
3031.1796875	0.0	rating_screen	1	1551964
3033.47265625	0.0	fixation_screen	3	1553138
3038.50390625	0.0	music_stim	4	1555714
3098.564453125	0.0	fixation_screen_after	5	1586465
3103.177734375	0.0	rating_screen	1	1588827
3106.44921875	0.0	rating_screen	1	1590502
3109.345703125	0.0	rating_screen	1	1591985
3110.72265625	0.0	rating_screen	1	1592690
3113.04296875	0.0	fixation_screen	3	1593878
3118.07421875	0.0	music_stim	4	1596454
3178.13671875	0.0	fixation_screen_after	5	1627206
3184.16796875	0.0	rating_screen	1	1630294
3185.71875	0.0	rating_screen	1	1631088
3188.927734375	0.0	rating_screen	1	1632731
3191.150390625	0.0	rating_screen	1	1633869
3193.447265625	0.0	fixation_screen	3	1635045
3198.48046875	0.0	music_stim	4	1637622
3258.541015625	0.0	fixation_screen_after	5	1668373
3262.7890625	0.0	rating_screen	1	1670548
3265.212890625	0.0	rating_screen	1	1671789
3267.8203125	0.0	rating_screen	1	1673124
3270.755859375	0.0	rating_screen	1	1674627
3273.103515625	0.0	fixation_screen	3	1675829
3278.134765625	0.0	music_stim	4	1678405
3338.1953125	0.0	fixation_screen_after	5	1709156
3343.45703125	0.0	rating_screen	1	1711850
3345.265625	0.0	rating_screen	1	1712776
3349.810546875	0.0	rating_screen	1	1715103
3353.337890625	0.0	rating_screen	1	1716909
3355.689453125	0.0	fixation_screen	3	1718113
3360.720703125	0.0	music_stim	4	1720689
3420.783203125	0.0	fixation_screen_after	5	1751441
3425.119140625	0.0	rating_screen	1	1753661
3428.431640625	0.0	rating_screen	1	1755357
3429.791015625	0.0	rating_screen	1	1756053
3433.615234375	0.0	rating_screen	1	1758011
3435.912109375	0.0	fixation_screen	3	1759187
3440.943359375	0.0	music_stim	4	1761763
3501.0390625	0.0	fixation_screen_after	5	1792532
3505.595703125	0.0	rating_screen	1	1794865
3507.412109375	0.0	rating_screen	1	1795795
3509.484375	0.0	rating_screen	1	1796856
3512.037109375	0.0	rating_screen	1	1798163
3514.349609375	0.0	fixation_screen	3	1799347
3519.3828125	0.0	music_stim	4	1801924
3579.443359375	0.0	fixation_screen_after	5	1832675
3584.537109375	0.0	rating_screen	1	1835283
3586.9140625	0.0	rating_screen	1	1836500
3589.009765625	0.0	rating_screen	1	1837573
3592.224609375	0.0	rating_screen	1	1839219
3594.5546875	0.0	fixation_screen	3	1840412
3599.5859375	0.0	music_stim	4	1842988
3659.6484375	0.0	fixation_screen_after	5	1873740
3664.390625	0.0	rating_screen	1	1876168
3666.294921875	0.0	rating_screen	1	1877143
3668.462890625	0.0	rating_screen	1	1878253
3674.111328125	0.0	rating_screen	1	1881145
3674.142578125	0.0	video_synch	2	1881161
3675.17578125	0.0	end_exp	7	1881690
