onset	duration	trial_type	value	sample
112.427734375	0.0	video_synch	2	57563
115.591796875	0.0	fixation_screen	3	59183
120.625	0.0	music_stim	4	61760
180.685546875	0.0	fixation_screen_after	5	92511
186.29296875	0.0	rating_screen	1	95382
189.900390625	0.0	rating_screen	1	97229
191.7890625	0.0	rating_screen	1	98196
194.140625	0.0	rating_screen	1	99400
196.314453125	0.0	fixation_screen	3	100513
201.345703125	0.0	music_stim	4	103089
261.423828125	0.0	fixation_screen_after	5	133849
267.025390625	0.0	rating_screen	1	136717
272.712890625	0.0	rating_screen	1	139629
274.810546875	0.0	rating_screen	1	140703
277.537109375	0.0	rating_screen	1	142099
279.716796875	0.0	fixation_screen	3	143215
284.75	0.0	music_stim	4	145792
344.810546875	0.0	fixation_screen_after	5	176543
350.84765625	0.0	rating_screen	1	179634
352.6796875	0.0	rating_screen	1	180572
358.54296875	0.0	rating_screen	1	183574
361.470703125	0.0	rating_screen	1	185073
363.62109375	0.0	fixation_screen	3	186174
368.65234375	0.0	music_stim	4	188750
428.71484375	0.0	fixation_screen_after	5	219502
433.1953125	0.0	rating_screen	1	221796
435.30859375	0.0	rating_screen	1	222878
437.228515625	0.0	rating_screen	1	223861
441.1875	0.0	rating_screen	1	225888
443.341796875	0.0	fixation_screen	3	226991
448.373046875	0.0	music_stim	4	229567
508.453125	0.0	fixation_screen_after	5	260328
513.06640625	0.0	rating_screen	1	262690
515.2734375	0.0	rating_screen	1	263820
517.46484375	0.0	rating_screen	1	264942
520.328125	0.0	rating_screen	1	266408
522.48046875	0.0	fixation_screen	3	267510
527.51171875	0.0	music_stim	4	270086
587.57421875	0.0	fixation_screen_after	5	300838
592.103515625	0.0	rating_screen	1	303157
593.92578125	0.0	rating_screen	1	304090
596.22265625	0.0	rating_screen	1	305266
598.26171875	0.0	rating_screen	1	306310
600.419921875	0.0	fixation_screen	3	307415
605.451171875	0.0	music_stim	4	309991
665.513671875	0.0	fixation_screen_after	5	340743
670.01953125	0.0	rating_screen	1	343050
675.68359375	0.0	rating_screen	1	345950
677.8203125	0.0	rating_screen	1	347044
680.859375	0.0	rating_screen	1	348600
683.041015625	0.0	fixation_screen	3	349717
688.072265625	0.0	music_stim	4	352293
748.1328125	0.0	fixation_screen_after	5	383044
753.2734375	0.0	rating_screen	1	385676
755.08984375	0.0	rating_screen	1	386606
758.728515625	0.0	rating_screen	1	388469
760.421875	0.0	rating_screen	1	389336
762.662109375	0.0	fixation_screen	3	390483
767.693359375	0.0	music_stim	4	393059
827.755859375	0.0	fixation_screen_after	5	423811
832.26953125	0.0	rating_screen	1	426122
834.189453125	0.0	rating_screen	1	427105
837.638671875	0.0	rating_screen	1	428871
839.181640625	0.0	rating_screen	1	429661
841.333984375	0.0	fixation_screen	3	430763
846.365234375	0.0	music_stim	4	433339
906.427734375	0.0	fixation_screen_after	5	464091
913.72265625	0.0	rating_screen	1	467826
916.171875	0.0	rating_screen	1	469080
918.72265625	0.0	rating_screen	1	470386
920.947265625	0.0	rating_screen	1	471525
923.12109375	0.0	fixation_screen	3	472638
928.15234375	0.0	music_stim	4	475214
988.21484375	0.0	fixation_screen_after	5	505966
993.017578125	0.0	rating_screen	1	508425
1000.3203125	0.0	rating_screen	1	512164
1001.896484375	0.0	rating_screen	1	512971
1004.16796875	0.0	rating_screen	1	514134
1006.341796875	0.0	fixation_screen	3	515247
1011.373046875	0.0	music_stim	4	517823
1071.435546875	0.0	fixation_screen_after	5	548575
1075.71875	0.0	rating_screen	1	550768
1078.205078125	0.0	rating_screen	1	552041
1079.4296875	0.0	rating_screen	1	552668
1082.029296875	0.0	rating_screen	1	553999
1084.1796875	0.0	fixation_screen	3	555100
1089.212890625	0.0	music_stim	4	557677
1149.2734375	0.0	fixation_screen_after	5	588428
1159.482421875	0.0	rating_screen	1	593655
1162.859375	0.0	rating_screen	1	595384
1165.03515625	0.0	rating_screen	1	596498
1168.490234375	0.0	rating_screen	1	598267
1170.650390625	0.0	fixation_screen	3	599373
1175.681640625	0.0	music_stim	4	601949
1235.7265625	0.0	fixation_screen_after	5	632692
1240.912109375	0.0	rating_screen	1	635347
1242.279296875	0.0	rating_screen	1	636047
1243.576171875	0.0	rating_screen	1	636711
1245.03125	0.0	rating_screen	1	637456
1247.189453125	0.0	fixation_screen	3	638561
1252.220703125	0.0	music_stim	4	641137
1312.283203125	0.0	fixation_screen_after	5	671889
1318.373046875	0.0	rating_screen	1	675007
1320.29296875	0.0	rating_screen	1	675990
1323.669921875	0.0	rating_screen	1	677719
1325.0859375	0.0	rating_screen	1	678444
1327.244140625	0.0	fixation_screen	3	679549
1332.275390625	0.0	music_stim	4	682125
1392.3203125	0.0	fixation_screen_after	5	712868
1397.03515625	0.0	rating_screen	1	715282
1398.5234375	0.0	rating_screen	1	716044
1399.90625	0.0	rating_screen	1	716752
1402.673828125	0.0	rating_screen	1	718169
1404.83203125	0.0	fixation_screen	3	719274
1409.86328125	0.0	music_stim	4	721850
1469.92578125	0.0	fixation_screen_after	5	752602
1474.119140625	0.0	rating_screen	1	754749
1476.279296875	0.0	rating_screen	1	755855
1477.81640625	0.0	rating_screen	1	756642
1479.96875	0.0	rating_screen	1	757744
1482.138671875	0.0	fixation_screen	3	758855
1487.169921875	0.0	music_stim	4	761431
1547.232421875	0.0	fixation_screen_after	5	792183
1551.4375	0.0	rating_screen	1	794336
1553.30859375	0.0	rating_screen	1	795294
1554.75	0.0	rating_screen	1	796032
1557.189453125	0.0	rating_screen	1	797281
1559.376953125	0.0	fixation_screen	3	798401
1564.408203125	0.0	music_stim	4	800977
1624.470703125	0.0	fixation_screen_after	5	831729
1629.71484375	0.0	rating_screen	1	834414
1632.962890625	0.0	rating_screen	1	836077
1634.291015625	0.0	rating_screen	1	836757
1636.890625	0.0	rating_screen	1	838088
1639.048828125	0.0	fixation_screen	3	839193
1644.080078125	0.0	music_stim	4	841769
1704.142578125	0.0	fixation_screen_after	5	872521
1710.49609375	0.0	rating_screen	1	875774
1712.416015625	0.0	rating_screen	1	876757
1714.103515625	0.0	rating_screen	1	877621
1717.798828125	0.0	rating_screen	1	879513
2221.60546875	0.0	rating_screen	1	1137462
2223.771484375	0.0	fixation_screen	3	1138571
2228.8046875	0.0	music_stim	4	1141148
2288.865234375	0.0	fixation_screen_after	5	1171899
2293.435546875	0.0	rating_screen	1	1174239
2295.412109375	0.0	rating_screen	1	1175251
2297.203125	0.0	rating_screen	1	1176168
2298.947265625	0.0	rating_screen	1	1177061
2301.126953125	0.0	fixation_screen	3	1178177
2306.16015625	0.0	music_stim	4	1180754
2366.220703125	0.0	fixation_screen_after	5	1211505
2370.82421875	0.0	rating_screen	1	1213862
2373.81640625	0.0	rating_screen	1	1215394
2374.9375	0.0	rating_screen	1	1215968
2379.521484375	0.0	rating_screen	1	1218315
2381.681640625	0.0	fixation_screen	3	1219421
2386.71484375	0.0	music_stim	4	1221998
2446.775390625	0.0	fixation_screen_after	5	1252749
2451.365234375	0.0	rating_screen	1	1255099
2454.693359375	0.0	rating_screen	1	1256803
2457.4609375	0.0	rating_screen	1	1258220
2460.58984375	0.0	rating_screen	1	1259822
2462.75390625	0.0	fixation_screen	3	1260930
2467.78515625	0.0	music_stim	4	1263506
2527.9140625	0.0	fixation_screen_after	5	1294292
2532.724609375	0.0	rating_screen	1	1296755
2534.107421875	0.0	rating_screen	1	1297463
2535.5	0.0	rating_screen	1	1298176
2536.33984375	0.0	rating_screen	1	1298606
2538.494140625	0.0	fixation_screen	3	1299709
2543.525390625	0.0	music_stim	4	1302285
2603.5859375	0.0	fixation_screen_after	5	1333036
2609.583984375	0.0	rating_screen	1	1336107
2609.6171875	0.0	rating_screen	1	1336124
2613.3046875	0.0	rating_screen	1	1338012
2618.744140625	0.0	rating_screen	1	1340797
2620.896484375	0.0	fixation_screen	3	1341899
2625.927734375	0.0	music_stim	4	1344475
2685.990234375	0.0	fixation_screen_after	5	1375227
2690.94140625	0.0	rating_screen	1	1377762
2694.734375	0.0	rating_screen	1	1379704
2696.654296875	0.0	rating_screen	1	1380687
2699.7734375	0.0	rating_screen	1	1382284
2701.951171875	0.0	fixation_screen	3	1383399
2706.982421875	0.0	music_stim	4	1385975
2767.0625	0.0	fixation_screen_after	5	1416736
2771.73828125	0.0	rating_screen	1	1419130
2773.35546875	0.0	rating_screen	1	1419958
2775.826171875	0.0	rating_screen	1	1421223
2777.5859375	0.0	rating_screen	1	1422124
2779.740234375	0.0	fixation_screen	3	1423227
2784.7734375	0.0	music_stim	4	1425804
2844.81640625	0.0	fixation_screen_after	5	1456546
2849.14453125	0.0	rating_screen	1	1458762
2851.6640625	0.0	rating_screen	1	1460052
2854.095703125	0.0	rating_screen	1	1461297
2855.767578125	0.0	rating_screen	1	1462153
2857.9296875	0.0	fixation_screen	3	1463260
2862.9609375	0.0	music_stim	4	1465836
2923.0234375	0.0	fixation_screen_after	5	1496588
2928.654296875	0.0	rating_screen	1	1499471
2930.64453125	0.0	rating_screen	1	1500490
2933.044921875	0.0	rating_screen	1	1501719
2934.396484375	0.0	rating_screen	1	1502411
2936.568359375	0.0	fixation_screen	3	1503523
2941.615234375	0.0	music_stim	4	1506107
3001.662109375	0.0	fixation_screen_after	5	1536851
3006.107421875	0.0	rating_screen	1	1539127
3008.21875	0.0	rating_screen	1	1540208
3009.658203125	0.0	rating_screen	1	1540945
3013.73046875	0.0	rating_screen	1	1543030
3015.890625	0.0	fixation_screen	3	1544136
3020.921875	0.0	music_stim	4	1546712
3080.982421875	0.0	fixation_screen_after	5	1577463
3085.9921875	0.0	rating_screen	1	1580028
3087.408203125	0.0	rating_screen	1	1580753
3089.3515625	0.0	rating_screen	1	1581748
3091.0390625	0.0	rating_screen	1	1582612
3093.2109375	0.0	fixation_screen	3	1583724
3098.244140625	0.0	music_stim	4	1586301
3158.3046875	0.0	fixation_screen_after	5	1617052
3163.125	0.0	rating_screen	1	1619520
3166.884765625	0.0	rating_screen	1	1621445
3168.541015625	0.0	rating_screen	1	1622293
3170.8203125	0.0	rating_screen	1	1623460
3172.966796875	0.0	fixation_screen	3	1624559
3177.998046875	0.0	music_stim	4	1627135
3238.060546875	0.0	fixation_screen_after	5	1657887
3250.513671875	0.0	rating_screen	1	1664263
3253.53125	0.0	rating_screen	1	1665808
3256.521484375	0.0	rating_screen	1	1667339
3257.849609375	0.0	rating_screen	1	1668019
3260.01953125	0.0	fixation_screen	3	1669130
3265.05078125	0.0	music_stim	4	1671706
3325.11328125	0.0	fixation_screen_after	5	1702458
3330.18359375	0.0	rating_screen	1	1705054
3331.3359375	0.0	rating_screen	1	1705644
3333.3203125	0.0	rating_screen	1	1706660
3334.65625	0.0	rating_screen	1	1707344
3336.80859375	0.0	fixation_screen	3	1708446
3341.83984375	0.0	music_stim	4	1711022
3401.90234375	0.0	fixation_screen_after	5	1741774
3407.685546875	0.0	rating_screen	1	1744735
3410.869140625	0.0	rating_screen	1	1746365
3413.396484375	0.0	rating_screen	1	1747659
3415.5	0.0	rating_screen	1	1748736
3417.662109375	0.0	fixation_screen	3	1749843
3422.6953125	0.0	music_stim	4	1752420
3482.755859375	0.0	fixation_screen_after	5	1783171
3488.265625	0.0	rating_screen	1	1785992
3490.185546875	0.0	rating_screen	1	1786975
3492.025390625	0.0	rating_screen	1	1787917
3494.681640625	0.0	rating_screen	1	1789277
3496.833984375	0.0	fixation_screen	3	1790379
3501.865234375	0.0	music_stim	4	1792955
3561.927734375	0.0	fixation_screen_after	5	1823707
3567.49609375	0.0	rating_screen	1	1826558
3569.798828125	0.0	rating_screen	1	1827737
3570.798828125	0.0	rating_screen	1	1828249
3571.927734375	0.0	rating_screen	1	1828827
3574.08984375	0.0	fixation_screen	3	1829934
3579.12109375	0.0	music_stim	4	1832510
3639.18359375	0.0	fixation_screen_after	5	1863262
3643.701171875	0.0	rating_screen	1	1865575
3645.251953125	0.0	rating_screen	1	1866369
3648.97265625	0.0	rating_screen	1	1868274
3650.30859375	0.0	rating_screen	1	1868958
3652.462890625	0.0	fixation_screen	3	1870061
3657.494140625	0.0	music_stim	4	1872637
3717.556640625	0.0	fixation_screen_after	5	1903389
3722.162109375	0.0	rating_screen	1	1905747
3723.44140625	0.0	rating_screen	1	1906402
3725.482421875	0.0	rating_screen	1	1907447
3726.9453125	0.0	rating_screen	1	1908196
3729.1015625	0.0	fixation_screen	3	1909300
3734.1328125	0.0	music_stim	4	1911876
3794.1953125	0.0	fixation_screen_after	5	1942628
3799.310546875	0.0	rating_screen	1	1945247
3801.046875	0.0	rating_screen	1	1946136
3802.23828125	0.0	rating_screen	1	1946746
3804.20703125	0.0	rating_screen	1	1947754
3804.224609375	0.0	video_synch	2	1947763
3805.2578125	0.0	end_exp	7	1948292
